,decades,name,number
1121,00s,Anakaren,215
1122,00s,Anakin,378
1123,00s,Analaura,36
1124,00s,Analea,13
1125,00s,Analeah,62
1126,00s,Analee,217
1127,00s,Analeigh,170
1128,00s,Anali,366
1129,00s,Analia,1313
1130,00s,Analiah,43
1131,00s,Analicia,461
1132,00s,Analie,25
1133,00s,Analiese,372
1134,00s,Analilia,26
1135,00s,Analis,57
1136,00s,Analisa,860
1137,00s,Analise,1149
1138,00s,Analissa,18
1139,00s,Analiyah,54
1140,00s,Analiz,103
1141,00s,Analiza,16
1142,00s,Anallely,24
1143,00s,Analucia,50
1144,00s,Analuisa,7
1145,00s,Analuiza,7
1146,00s,Analy,386
1147,00s,Analya,5
1148,00s,Analyn,12
1149,00s,Analysa,28
1150,00s,Analyse,56
1151,00s,Analysia,6
1152,00s,Analyssa,120
1153,00s,Anam,12
1154,00s,Anamaria,447
1155,00s,Anamarie,82
1156,00s,Anand,132
1157,00s,Ananda,326
1158,00s,Ananya,1313
1159,00s,Anapaola,10
1160,00s,Anapatricia,7
1161,00s,Anapaula,49
1162,00s,Anareli,5
1163,00s,Anari,32
1164,00s,Anaria,5
1165,00s,Anarosa,12
1166,00s,Anas,293
1167,00s,Anasia,91
1168,00s,Anasofia,120
1169,00s,Anasophia,6
1170,00s,Anastacia,808
1171,00s,Anastacio,45
1172,00s,Anastasia,10565
1173,00s,Anastasija,5
1174,00s,Anastasios,26
1175,00s,Anastasiya,6
1176,00s,Anastazia,36
1177,00s,Anastyn,5
1178,00s,Anavictoria,5
1179,00s,Anay,241
1180,00s,Anaya,5023
1181,00s,Anayah,483
1182,00s,Anayeli,605
1183,00s,Anayely,22
1184,00s,Anayiah,5
1185,00s,Anaysia,5
1186,00s,Anberlin,6
1187,00s,Andee,16
1188,00s,Andelyn,5
1189,00s,Anden,38
1190,00s,Ander,27
1191,00s,Anders,823
1192,00s,Andersen,35
1193,00s,Anderson,5371
1194,00s,Andi,501
1195,00s,Andie,648
1196,00s,Andon,321
1197,00s,Andoni,5
1198,00s,Andra,43
1199,00s,Andrae,12
1200,00s,Andranik,44
1201,00s,Andraya,10
1202,00s,Andre,17370
1203,00s,Andrea,49182
1204,00s,Andreah,26
1205,00s,Andreana,52
1206,00s,Andreanna,15
1207,00s,Andreas,1321
1208,00s,Andree,49
1209,00s,Andrei,514
1210,00s,Andreina,47
1211,00s,Andres,24383
1212,00s,Andrew,199230
1213,00s,Andrewjames,5
1214,00s,Andrews,17
1215,00s,Andrey,448
1216,00s,Andreya,71
1217,00s,Andrez,130
1218,00s,Andria,324
1219,00s,Andrian,5
1220,00s,Andriana,92
1221,00s,Andrianna,37
1222,00s,Andrick,94
1223,00s,Andrik,271
1224,00s,Andrina,31
1225,00s,Andriy,6
1226,00s,Andromeda,16
1227,00s,Andru,183
1228,00s,Andrue,51
1229,00s,Andruw,104
1230,00s,Andry,13
1231,00s,Andrzej,10
1232,00s,Andy,17422
1233,00s,Anecia,29
1234,00s,Aneesa,441
1235,00s,Aneesh,153
1236,00s,Anel,243
1237,00s,Anela,264
1238,00s,Aneli,10
1239,00s,Anelis,5
1240,00s,Anelise,15
1241,00s,Aneliz,24
1242,00s,Anely,25
1243,00s,Anesa,12
1244,00s,Anessa,437
1245,00s,Anet,5
1246,00s,Aneth,66
1247,00s,Anett,17
1248,00s,Anette,537
1249,00s,Aneudy,5
1250,00s,Anevay,24
1251,00s,Aneya,5
1252,00s,Anfernee,12
1253,00s,Angad,47
1254,00s,Angel,118766
1255,00s,Angela,31186
1256,00s,Angeldejesus,5
1257,00s,Angele,15
1258,00s,Angelea,5
1259,00s,Angeleah,11
1260,00s,Angelee,142
1261,00s,Angeleen,13
1262,00s,Angeleena,20
1263,00s,Angelena,399
1264,00s,Angelene,69
1265,00s,Angeles,1211
1266,00s,Angelgabriel,68
1267,00s,Angeli,186
1268,00s,Angelia,594
1269,00s,Angeliah,5
1270,00s,Angelic,254
1271,00s,Angelica,18456
1272,00s,Angelie,469
1273,00s,Angelik,5
1274,00s,Angelika,477
1275,00s,Angelin,66
1276,00s,Angelina,42671
1277,00s,Angelinah,5
1278,00s,Angeline,2379
1279,00s,Angelino,6
1280,00s,Angelique,4674
1281,00s,Angelis,75
1282,00s,Angelisa,31
1283,00s,Angelise,133
1284,00s,Angelisse,14
1285,00s,Angelita,488
1286,00s,Angelito,5
1287,00s,Angeliz,53
1288,00s,Angeljesus,5
1289,00s,Angella,68
1290,00s,Angelle,189
1291,00s,Angelli,61
1292,00s,Angellina,29
1293,00s,Angello,48
1294,00s,Angelly,56
1295,00s,Angelmarie,12
1296,00s,Angelo,11316
1297,00s,Angelos,5
1298,00s,Angelus,7
1299,00s,Angely,584
1300,00s,Angelyn,205
1301,00s,Angelyna,167
1302,00s,Angelyne,6
1303,00s,Angelynn,37
1304,00s,Angelys,10
1305,00s,Angeni,5
1306,00s,Angie,7932
1307,00s,Anguel,15
1308,00s,Angus,470
1309,00s,Angy,44
1310,00s,Anh,137
1311,00s,Ani,593
1312,00s,Ania,903
1313,00s,Aniah,1188
1314,00s,Aniaya,18
1315,00s,Anibal,196
1316,00s,Anica,50
1317,00s,Anicia,55
1318,00s,Aniela,81
1319,00s,Aniello,5
1320,00s,Anija,6
1321,00s,Anijah,362
1322,00s,Anik,5
1323,00s,Anika,5125
1324,00s,Anikah,5
1325,00s,Aniket,49
1326,00s,Aniketh,10
1327,00s,Anil,24
1328,00s,Anina,5
1329,00s,Aniqa,7
1330,00s,Anique,5
1331,00s,Anirudh,344
1332,00s,Anisa,1452
1333,00s,Anisah,80
1334,00s,Anise,16
1335,00s,Anish,961
1336,00s,Anisha,809
1337,00s,Anishka,21
1338,00s,Anissa,1869
1339,00s,Aniston,282
1340,00s,Anisty,5
1341,00s,Anistyn,16
1342,00s,Anita,1916
1343,00s,Anitza,6
1344,00s,Anival,10
1345,00s,Aniya,9859
1346,00s,Aniyah,11635
1347,00s,Aniyha,5
1348,00s,Aniyla,5
1349,00s,Anja,378
1350,00s,Anjalee,5
1351,00s,Anjali,1934
1352,00s,Anjana,11
1353,00s,Anjani,6
1354,00s,Anjel,194
1355,00s,Anjela,15
1356,00s,Anjelica,333
1357,00s,Anjelina,106
1358,00s,Anjolie,96
1359,00s,Anjolina,15
1360,00s,Ankit,32
1361,00s,Ankita,63
1362,00s,Ankitha,5
1363,00s,Anmarie,5
1364,00s,Anmol,85
1365,00s,Ann,3911
1366,00s,Anna,90217
1367,00s,Annabel,2679
1368,00s,Annabell,556
1369,00s,Annabella,3673
1370,00s,Annabelle,12921
1371,00s,Annabeth,101
1372,00s,Annaclaire,23
1373,00s,Annaclara,11
1374,00s,Annagrace,45
1375,00s,Annah,83
1376,00s,Annahi,46
1377,00s,Annai,11
1378,00s,Annajulia,5
1379,00s,Annaka,27
1380,00s,Annakate,6
1381,00s,Annalea,10
1382,00s,Annaleah,18
1383,00s,Annalee,699
1384,00s,Annaleigh,131
1385,00s,Annali,42
1386,00s,Annalia,47
1387,00s,Annalicia,103
1388,00s,Annalie,68
1389,00s,Annaliese,1141
1390,00s,Annalina,5
1391,00s,Annalisa,848
1392,00s,Annalise,3407
1393,00s,Annalissa,5
1394,00s,Annaliz,5
1395,00s,Annaliza,5
1396,00s,Annaluiza,5
1397,00s,Annaly,61
1398,00s,Annalyn,52
1399,00s,Annalynn,17
1400,00s,Annalysa,5
1401,00s,Annalyse,176
1402,00s,Annalyssa,5
1403,00s,Annamae,5
1404,00s,Annamaria,213
1405,00s,Annamarie,1176
1406,00s,Annasophia,24
1407,00s,Annastasia,120
1408,00s,Annay,6
1409,00s,Annaya,10
1410,00s,Anne,7474
1411,00s,Anneka,24
1412,00s,Anneke,52
1413,00s,Annel,73
1414,00s,Anneliese,1122
1415,00s,Annelise,1172
1416,00s,Annemarie,701
1417,00s,Annet,18
1418,00s,Annete,16
1419,00s,Anneth,41
1420,00s,Annett,6
1421,00s,Annette,2728
1422,00s,Annia,18
1423,00s,Annica,23
1424,00s,Annie,8524
1425,00s,Annika,8401
1426,00s,Annisa,5
1427,00s,Annissa,56
1428,00s,Anniston,182
1429,00s,Anniyah,63
1430,00s,Annmarie,930
1431,00s,Annslee,22
1432,00s,Annsley,24
1433,00s,Anny,126
1434,00s,Annya,5
1435,00s,Anoop,5
1436,00s,Anouk,35
1437,00s,Anoushka,155
1438,00s,Ansel,184
1439,00s,Anselmo,123
1440,00s,Ansh,306
1441,00s,Anshika,18
1442,00s,Anshul,53
1443,00s,Anslee,200
1444,00s,Anslei,11
1445,00s,Ansleigh,236
1446,00s,Ansley,3460
1447,00s,Anslie,47
1448,00s,Anson,759
1449,00s,Antara,5
1450,00s,Antasia,10
1451,00s,Antavious,114
1452,00s,Anthea,5
1453,00s,Anthoney,30
1454,00s,Anthoni,61
1455,00s,Anthonie,58
1456,00s,Anthonny,5
1457,00s,Anthony,189484
1458,00s,Anthonyjr,12
1459,00s,Antione,176
1460,00s,Antionette,23
1461,00s,Antjuan,5
1462,00s,Antoine,2915
1463,00s,Antoinette,999
1464,00s,Anton,2010
1465,00s,Antone,17
1466,00s,Antonela,5
1467,00s,Antonella,628
1468,00s,Antonette,33
1469,00s,Antoni,346
1470,00s,Antonia,2688
1471,00s,Antonieta,5
1472,00s,Antonina,50
1473,00s,Antonino,115
1474,00s,Antonio,45451
1475,00s,Antonios,8
1476,00s,Antonique,6
1477,00s,Antony,1829
1478,00s,Antrell,5
1479,00s,Antron,20
1480,00s,Antuan,5
1481,00s,Antwain,34
1482,00s,Antwan,1831
1483,00s,Antwane,5
1484,00s,Antwann,5
1485,00s,Antwaun,15
1486,00s,Antwoine,6
1487,00s,Antwon,804
1488,00s,Antwone,278
1489,00s,Antwuan,6
1490,00s,Anuar,26
1491,00s,Anuhea,81
1492,00s,Anuj,79
1493,00s,Anum,5
1494,00s,Anurag,12
1495,00s,Anureet,5
1496,00s,Anusha,300
1497,00s,Anushka,479
1498,00s,Anushree,5
1499,00s,Anvi,56
1500,00s,Anvita,26
1501,00s,Anvitha,5
1502,00s,Anwar,161
1503,00s,Anya,6442
1504,00s,Anyae,41
1505,00s,Anyah,491
1506,00s,Anye,6
1507,00s,Anyeli,22
1508,00s,Anyelin,7
1509,00s,Anyia,173
1510,00s,Anyiah,30
1511,00s,Anyla,275
1512,00s,Anylah,28
1513,00s,Anysa,17
1514,00s,Anysia,15
1515,00s,Anyssa,579
1516,00s,Anzley,5
1517,00s,Aoife,233
1518,00s,Aolani,133
1519,00s,Aolanis,39
1520,00s,Aparna,34
1521,00s,Apolinar,45
1522,00s,Apollo,179
1523,00s,Apolonio,6
1524,00s,Apoorva,15
1525,00s,Apple,46
1526,00s,April,11156
1527,00s,Apryl,45
1528,00s,Aqib,5
1529,00s,Aqsa,23
1530,00s,Aquil,21
1531,00s,Aquiles,42
1532,00s,Ara,44
1533,00s,Arabella,2604
1534,00s,Arabelle,38
1535,00s,Arabia,7
1536,00s,Araceli,4307
1537,00s,Aracelie,14
1538,00s,Aracelis,30
1539,00s,Aracelli,20
1540,00s,Aracelly,5
1541,00s,Aracely,3177
1542,00s,Aracelys,8
1543,00s,Araf,10
1544,00s,Araina,5
1545,00s,Aralyn,60
1546,00s,Aralynn,28
1547,00s,Aram,253
1548,00s,Aramis,398
1549,00s,Aran,32
1550,00s,Arantxa,23
1551,00s,Arantza,22
1552,00s,Aranza,248
1553,00s,Araseli,55
1554,00s,Arash,31
1555,00s,Arath,487
1556,00s,Arav,159
1557,00s,Aravind,13
1558,00s,Araya,414
1559,00s,Arayah,44
1560,00s,Arben,11
1561,00s,Arber,11
1562,00s,Arbi,5
1563,00s,Arcelia,74
1564,00s,Archer,638
1565,00s,Archie,163
1566,00s,Archit,10
1567,00s,Arda,59
1568,00s,Arden,1197
1569,00s,Ardian,5
1570,00s,Ardit,8
1571,00s,Ardyn,8
1572,00s,Areana,27
1573,00s,Areanna,64
1574,00s,Areeb,22
1575,00s,Areeba,25
1576,00s,Areebah,5
1577,00s,Areen,5
1578,00s,Areg,7
1579,00s,Arek,5
1580,00s,Areli,2148
1581,00s,Arelie,13
1582,00s,Arelis,51
1583,00s,Arella,17
1584,00s,Arelly,45
1585,00s,Arely,3944
1586,00s,Arelys,7
1587,00s,Aren,193
1588,00s,Areona,6
1589,00s,Areonna,10
1590,00s,Ares,164
1591,00s,Argelia,47
1592,00s,Argenis,51
1593,00s,Argentina,5
1594,00s,Arhaan,5
1595,00s,Arham,63
1596,00s,Arhan,6
1597,00s,Arhianna,13
1598,00s,Ari,3195
1599,00s,Aria,3758
1600,00s,Ariadna,859
1601,00s,Ariadne,284
1602,00s,Ariah,938
1603,00s,Ariahna,5
1604,00s,Arial,94
1605,00s,Arian,768
1606,00s,Ariana,37905
1607,00s,Arianah,103
1608,00s,Ariane,124
1609,00s,Ariani,10
1610,00s,Arianna,37737
1611,00s,Ariannah,63
1612,00s,Arianne,307
1613,00s,Arianny,74
1614,00s,Ariatna,31
1615,00s,Ariauna,5
1616,00s,Ariba,6
1617,00s,Aribella,11
1618,00s,Aric,572
1619,00s,Arica,34
1620,00s,Arick,6
1621,00s,Ariday,13
1622,00s,Arie,125
1623,00s,Arieana,77
1624,00s,Arieanna,208
1625,00s,Ariel,20017
1626,00s,Ariela,474
1627,00s,Ariele,5
1628,00s,Arielis,5
1629,00s,Ariell,5
1630,00s,Ariella,1587
1631,00s,Arielle,4309
1632,00s,Arielys,13
1633,00s,Arieona,10
1634,00s,Arieonna,11
1635,00s,Aries,538
1636,00s,Arif,32
1637,00s,Arihana,5
1638,00s,Arihanna,79
1639,00s,Arik,179
1640,00s,Arika,99
1641,00s,Arikka,5
1642,00s,Arin,217
1643,00s,Arina,20
1644,00s,Arinze,5
1645,00s,Arion,207
1646,00s,Ariona,99
1647,00s,Arionna,689
1648,00s,Aris,205
1649,00s,Arisa,30
1650,00s,Arisbeth,91
1651,00s,Arish,5
1652,00s,Arisha,30
1653,00s,Arissa,605
1654,00s,Arista,30
1655,00s,Aristeo,61
1656,00s,Aristotle,37
1657,00s,Aritza,12
1658,00s,Ariya,144
1659,00s,Ariyah,400
1660,00s,Ariyana,1019
1661,00s,Ariyanna,692
1662,00s,Ariyonna,20
1663,00s,Ariza,165
1664,00s,Arizbeth,60
1665,00s,Arizona,26
1666,00s,Arjan,56
1667,00s,Arjay,10
1668,00s,Arjun,2073
1669,00s,Arjuna,6
1670,00s,Arlan,6
1671,00s,Arleen,371
1672,00s,Arleene,10
1673,00s,Arlen,152
1674,00s,Arlena,6
1675,00s,Arlene,2184
1676,00s,Arlenis,5
1677,00s,Arlet,214
1678,00s,Arleth,1349
1679,00s,Arlett,140
1680,00s,Arlette,1084
1681,00s,Arley,13
1682,00s,Arlin,121
1683,00s,Arlind,19
1684,00s,Arlinda,6
1685,00s,Arline,59
1686,00s,Arlo,309
1687,00s,Arly,345
1688,00s,Arlyn,278
1689,00s,Arlyne,16
1690,00s,Arlynn,15
1691,00s,Armaan,807
1692,00s,Arman,967
1693,00s,Armand,394
1694,00s,Armando,12671
1695,00s,Armani,5182
1696,00s,Armany,13
1697,00s,Armarion,5
1698,00s,Armen,216
1699,00s,Armida,16
1700,00s,Armin,154
1701,00s,Armine,14
1702,00s,Armon,374
1703,00s,Armond,110
1704,00s,Armondo,23
1705,00s,Armoni,237
1706,00s,Armonie,34
1707,00s,Arnaldo,53
1708,00s,Arnav,1261
1709,00s,Arnel,10
1710,00s,Arnez,20
1711,00s,Arnold,1211
1712,00s,Arnoldo,376
1713,00s,Arnulfo,502
1714,00s,Aron,2967
1715,00s,Arpi,17
1716,00s,Arpita,6
1717,00s,Arriana,346
1718,00s,Arrianna,247
1719,00s,Arriel,5
1720,00s,Arrington,6
1721,00s,Arron,419
1722,00s,Arsalan,5
1723,00s,Arsema,10
1724,00s,Arsen,57
1725,00s,Arsenio,5
1726,00s,Arsh,57
1727,00s,Arshan,5
1728,00s,Arshdeep,24
1729,00s,Arshia,49
1730,00s,Arslan,5
1731,00s,Art,30
1732,00s,Arta,5
1733,00s,Artan,6
1734,00s,Artavious,28
1735,00s,Artavis,5
1736,00s,Artavius,7
1737,00s,Artem,73
1738,00s,Artemio,266
1739,00s,Arthur,7911
1740,00s,Artin,48
1741,00s,Artur,54
1742,00s,Arturo,9477
1743,00s,Artyom,5
1744,00s,Arul,5
1745,00s,Arun,120
1746,00s,Aruna,5
1747,00s,Arush,40
1748,00s,Arushi,156
1749,00s,Arvin,228
1750,00s,Arvind,33
1751,00s,Arwa,10
1752,00s,Arwen,409
1753,00s,Arwyn,7
1754,00s,Ary,16
1755,00s,Arya,1305
1756,00s,Aryah,40
1757,00s,Aryam,28
1758,00s,Aryaman,10
1759,00s,Aryan,2264
1760,00s,Aryana,2353
1761,00s,Aryanah,6
1762,00s,Aryanna,3348
1763,00s,Aryannah,6
1764,00s,Aryav,5
1765,00s,Arye,75
1766,00s,Aryeh,491
1767,00s,Aryel,17
1768,00s,Aryelle,5
1769,00s,Aryiah,7
1770,00s,Aryn,167
1771,00s,Aryona,5
1772,00s,Aryonna,15
1773,00s,Aryssa,116
1774,00s,Asa,2933
1775,00s,Asaad,15
1776,00s,Asad,166
1777,00s,Asael,286
1778,00s,Asaf,8
1779,00s,Asahel,7
1780,00s,Asaiah,16
1781,00s,Asante,22
1782,00s,Aseel,25
1783,00s,Ash,32
1784,00s,Asha,1643
1785,00s,Ashanta,34
1786,00s,Ashante,183
1787,00s,Ashantee,11
1788,00s,Ashanti,6114
1789,00s,Ashanty,176
1790,00s,Ashari,104
1791,00s,Asharia,21
1792,00s,Ashaunti,34
1793,00s,Ashby,53
1794,00s,Asheley,5
1795,00s,Ashely,579
1796,00s,Asher,10648
1797,00s,Ashia,169
1798,00s,Ashira,16
1799,00s,Ashish,41
1800,00s,Ashiya,22
1801,00s,Ashiyah,5
1802,00s,Ashkan,5
1803,00s,Ashkon,6
1804,00s,Ashlan,53
1805,00s,Ashland,10
1806,00s,Ashlea,30
1807,00s,Ashlee,8428
1808,00s,Ashleen,84
1809,00s,Ashlei,67
1810,00s,Ashleigh,6151
1811,00s,Ashlen,28
1812,00s,Ashley,133276
1813,00s,Ashleymarie,12
1814,00s,Ashleynicole,21
1815,00s,Ashli,316
1816,00s,Ashlie,760
1817,00s,Ashlin,576
1818,00s,Ashly,2545
1819,00s,Ashlyn,22382
1820,00s,Ashlynn,10256
1821,00s,Ashlynne,192
1822,00s,Ashmit,5
1823,00s,Ashmita,5
1824,00s,Ashna,102
1825,00s,Ashonti,12
1826,00s,Ashraf,28
1827,00s,Ashten,134
1828,00s,Ashtin,231
1829,00s,Ashton,36031
1830,00s,Ashtyn,1947
1831,00s,Ashunti,60
1832,00s,Ashvin,12
1833,00s,Ashwika,5
1834,00s,Ashwin,385
1835,00s,Ashya,5
1836,00s,Asia,10978
1837,00s,Asiah,277
1838,00s,Asianna,5
1839,00s,Asiel,50
1840,00s,Asif,23
1841,00s,Asim,42
1842,00s,Asiya,158
1843,00s,Asiyah,135
1844,00s,Askari,23
1845,00s,Aslan,21
1846,00s,Aslyn,5
1847,00s,Aslynn,5
1848,00s,Asma,298
1849,00s,Asmaa,43
1850,00s,Aspen,4640
1851,00s,Aspyn,161
1852,00s,Assa,5
1853,00s,Assael,15
1854,00s,Assata,15
1855,00s,Astha,5
1856,00s,Astin,5
1857,00s,Aston,140
1858,00s,Astrid,1517
1859,00s,Asucena,72
1860,00s,Asusena,72
1861,00s,Asuzena,17
1862,00s,Asya,276
1863,00s,Atalia,19
1864,00s,Atalie,23
1865,00s,Atara,146
1866,00s,Athalia,13
1867,00s,Athan,239
1868,00s,Athanasia,5
1869,00s,Athanasios,39
1870,00s,Atharv,36
1871,00s,Atharva,76
1872,00s,Athen,31
1873,00s,Athena,5752
1874,00s,Athina,39
1875,00s,Athyna,6
1876,00s,Athziri,91
1877,00s,Athziry,68
1878,00s,Atiana,137
1879,00s,Atianna,43
1880,00s,Atif,5
1881,00s,Atira,5
1882,00s,Atiya,32
1883,00s,Atlantis,5
1884,00s,Atlas,47
1885,00s,Atlee,10
1886,00s,Atley,5
1887,00s,Atom,42
1888,00s,Atreyu,165
1889,00s,Atticus,1632
1890,00s,Attila,15
1891,00s,Atul,8
1892,00s,Atzi,5
1893,00s,Atzin,6
1894,00s,Atziri,95
1895,00s,Atziry,94
1896,00s,Aubre,5
1897,00s,Aubrea,10
1898,00s,Aubree,6084
1899,00s,Aubreigh,36
1900,00s,Aubrey,30538
1901,00s,Aubreyana,6
1902,00s,Aubri,509
1903,00s,Aubriana,424
1904,00s,Aubrianna,812
1905,00s,Aubrie,3679
1906,00s,Aubriella,36
1907,00s,Aubrielle,141
1908,00s,Aubry,520
1909,00s,Aubryana,6
1910,00s,Auburn,32
1911,00s,Audel,25
1912,00s,Auden,99
1913,00s,Audie,26
1914,00s,Audra,1364
1915,00s,Audree,293
1916,00s,Audreena,10
1917,00s,Audrena,5
1918,00s,Audrey,41483
1919,00s,Audri,88
1920,00s,Audriana,524
1921,00s,Audrianna,601
1922,00s,Audric,20
1923,00s,Audrie,427
1924,00s,Audrina,2153
1925,00s,Audrinna,11
1926,00s,Audry,151
1927,00s,Audryana,5
1928,00s,Audryna,12
1929,00s,August,3560
1930,00s,Augusta,16
1931,00s,Augustin,185
1932,00s,Augustina,5
1933,00s,Augustine,895
1934,00s,Augusto,83
1935,00s,Augustus,1641
1936,00s,Aukai,5
1937,00s,Aulani,16
1938,00s,Aundre,68
1939,00s,Aundrea,505
1940,00s,Aunika,11
1941,00s,Aunna,10
1942,00s,Aura,147
1943,00s,Aurea,5
1944,00s,Aurelia,591
1945,00s,Aureliano,6
1946,00s,Aurelio,492
1947,00s,Auria,5
1948,00s,Auriana,33
1949,00s,Aurianna,13
1950,00s,Auriel,5
1951,00s,Aurora,9182
1952,00s,Austen,1227
1953,00s,Austin,110458
1954,00s,Auston,403
1955,00s,Austyn,1525
1956,00s,Autum,461
1957,00s,Autumn,38501
1958,00s,Ava,104524
1959,00s,Avah,775
1960,00s,Avalee,15
1961,00s,Avalina,15
1962,00s,Avalon,520
1963,00s,Avalyn,130
1964,00s,Avalynn,57
1965,00s,Avamarie,63
1966,00s,Avan,13
1967,00s,Avaneesh,5
1968,00s,Avangeline,5
1969,00s,Avani,488
1970,00s,Avant,77
1971,00s,Avante,121
1972,00s,Avantika,10
1973,00s,Avaree,5
1974,00s,Avari,53
1975,00s,Avarie,81
1976,00s,Avary,230
1977,00s,Avayah,5
1978,00s,Avelina,58
1979,00s,Aveline,11
1980,00s,Avelino,22
1981,00s,Avelyn,5
1982,00s,Aven,203
1983,00s,Aveon,5
1984,00s,Averee,35
1985,00s,Averey,7
1986,00s,Averi,1527
1987,00s,Averie,1949
1988,00s,Avery,57022
1989,00s,Avetis,5
1990,00s,Avi,754
1991,00s,Avia,32
1992,00s,Avian,128
1993,00s,Aviana,625
1994,00s,Aviance,11
1995,00s,Avianna,468
1996,00s,Aviel,68
1997,00s,Avigail,329
1998,00s,Avigayil,91
1999,00s,Avigdor,167
2000,00s,Avika,5
2001,00s,Avila,21
2002,00s,Avin,46
2003,00s,Avina,5
2004,00s,Avinash,129
2005,00s,Avion,327
2006,00s,Avishek,5
2007,00s,Avital,119
2008,00s,Aviv,47
2009,00s,Aviva,293
2010,00s,Avleen,8
2011,00s,Avneet,66
2012,00s,Avni,83
2013,00s,Avo,5
2014,00s,Avon,10
2015,00s,Avonlea,5
2016,00s,Avonte,17
2017,00s,Avraham,847
2018,00s,Avrahom,11
2019,00s,Avram,5
2020,00s,Avree,23
2021,00s,Avrie,60
2022,00s,Avrielle,5
2023,00s,Avril,576
2024,00s,Avroham,5
2025,00s,Avrohom,768
2026,00s,Avrum,81
2027,00s,Avrumi,6
2028,00s,Avry,19
2029,00s,Awa,129
2030,00s,Awais,7
2031,00s,Axcel,16
2032,00s,Axel,10187
2033,00s,Axell,24
2034,00s,Axl,82
2035,00s,Axton,57
2036,00s,Aya,1362
2037,00s,Ayaan,830
2038,00s,Ayah,909
2039,00s,Ayaka,16
2040,00s,Ayala,59
2041,00s,Ayan,393
2042,00s,Ayana,3223
2043,00s,Ayanah,27
2044,00s,Ayane,16
2045,00s,Ayani,25
2046,00s,Ayanna,5884
2047,00s,Ayannah,48
2048,00s,Ayari,54
2049,00s,Ayat,50
2050,00s,Ayda,50
2051,00s,Aydan,2295
2052,00s,Ayde,28
2053,00s,Aydee,5
2054,00s,Ayden,26246
2055,00s,Aydin,1607
2056,00s,Aydon,56
2057,00s,Aydyn,5
2058,00s,Ayelen,69
2059,00s,Ayelet,92
2060,00s,Ayesha,764
2061,00s,Ayiana,107
2062,00s,Ayianna,5
2063,00s,Ayisha,5
2064,00s,Ayla,5195
2065,00s,Aylah,29
2066,00s,Aylana,5
2067,00s,Ayleen,1326
2068,00s,Aylen,83
2069,00s,Aylene,93
2070,00s,Aylet,5
2071,00s,Ayleth,5
2072,00s,Aylin,3356
2073,00s,Ayline,73
2074,00s,Aylinn,11
2075,00s,Ayman,323
2076,00s,Aymar,30
2077,00s,Ayme,5
2078,00s,Aymee,5
2079,00s,Aymen,12
2080,00s,Ayomide,53
2081,00s,Ayonna,81
2082,00s,Ayoub,27
2083,00s,Ayram,6
2084,00s,Ayrianna,5
2085,00s,Ayrton,15
2086,00s,Aysha,368
2087,00s,Ayshia,7
2088,00s,Aysia,476
2089,00s,Ayssa,32
2090,00s,Ayub,243
2091,00s,Ayumi,38
2092,00s,Ayush,630
2093,00s,Ayushi,42
2094,00s,Ayuub,10
2095,00s,Ayva,418
2096,00s,Ayvah,14
2097,00s,Ayven,10
2098,00s,Azaan,36
2099,00s,Azad,5
2100,00s,Azael,479
2101,00s,Azaiah,5
2102,00s,Azalea,625
2103,00s,Azaleah,9
2104,00s,Azalia,194
2105,00s,Azan,14
2106,00s,Azari,7
2107,00s,Azaria,1802
2108,00s,Azariah,1449
2109,00s,Azariyah,26
2110,00s,Azavion,5
2111,00s,Azelia,10
2112,00s,Azeneth,207
2113,00s,Azia,92
2114,00s,Aziah,24
2115,00s,Aziel,113
2116,00s,Azim,20
2117,00s,Azir,10
2118,00s,Aziya,11
2119,00s,Aziyah,174
2120,00s,Aziz,91
2121,00s,Aziza,87
2122,00s,Azka,5
2123,00s,Azlyn,10
2124,00s,Azlynn,19
2125,00s,Azra,47
2126,00s,Azrael,11
2127,00s,Azriel,278
2128,00s,Azucena,977
2129,00s,Azul,1478
2130,00s,Azura,5
2131,00s,Azure,41
2132,00s,Azusena,65
2133,00s,Babacar,5
2134,00s,Baby,2394
2135,00s,Babyboy,413
2136,00s,Babygirl,396
2137,00s,Baden,22
2138,00s,Bahar,12
2139,00s,Bahja,11
2140,00s,Baila,679
2141,00s,Bailee,4973
2142,00s,Baileigh,358
2143,00s,Bailey,43162
2144,00s,Bailie,65
2145,00s,Baily,58
2146,00s,Bairon,13
2147,00s,Bakari,33
2148,00s,Bakary,6
2149,00s,Baker,70
2150,00s,Balam,7
2151,00s,Baldemar,119
2152,00s,Baldomero,50
2153,00s,Baleigh,317
2154,00s,Baleria,77
2155,00s,Baley,5
2156,00s,Baltazar,279
2157,00s,Baneen,11
2158,00s,Banesa,34
2159,00s,Banks,58
2160,00s,Bao,24
2161,00s,Barack,53
2162,00s,Barak,10
2163,00s,Barbara,4185
2164,00s,Barbie,134
2165,00s,Baron,526
2166,00s,Barret,5
2167,00s,Barrett,2188
2168,00s,Barrington,15
2169,00s,Barron,158
2170,00s,Barry,1375
2171,00s,Bartek,20
2172,00s,Bartholomew,6
2173,00s,Bartlomiej,36
2174,00s,Bartolo,5
2175,00s,Barton,5
2176,00s,Bartosz,65
2177,00s,Baruc,6
2178,00s,Baruch,218
2179,00s,Basel,5
2180,00s,Basha,6
2181,00s,Bashar,37
