ID,name,birthstate,countryName,countryCode,birthyear,gender,occupation
168263,Coolio,CA,UNITED STATES,US,1963,Male,SINGER
43055,Buster Keaton,KS,UNITED STATES,US,1895,Male,ACTOR
43069,O. Henry,NC,United States,US,1862,Male,WRITER
43084,Sharon Stone,PA,United States,US,1958,Female,ACTOR
924586,Tayshaun Prince,CA,UNITED STATES,US,1980,Male,BASKETBALL PLAYER
43115,Ava Gardner,NC,United States,US,1922,Female,ACTOR
43149,Ralph Ellison,OK,UNITED STATES,US,1913,Male,WRITER
43154,Alice Walker,GA,UNITED STATES,US,1944,Female,WRITER
43165,Toni Morrison,OH,UNITED STATES,US,1931,Female,WRITER
219632,James Connolly,MA,UNITED STATES,US,1868,Male,WRITER
424778,Chris Jericho,NY,United States,US,1970,Male,WRESTLER
43337,Katharine Hepburn,CT,UNITED STATES,US,1907,Female,ACTOR
8176,Dave Brubeck,CA,UNITED STATES,US,1920,Male,MUSICIAN
43568,Tom Hanks,CA,UNITED STATES,US,1956,Male,ACTOR
236447,Eliza Dushku,MA,UNITED STATES,US,1980,Female,ACTOR
7886,Drew Barrymore,CA,UNITED STATES,US,1975,Female,ACTOR
43823,Robert Altman,MO,UNITED STATES,US,1925,Male,FILM DIRECTOR
43825,Andie MacDowell,SC,United States,US,1958,Female,ACTOR
43848,Cybill Shepherd,TN,UNITED STATES,US,1950,Female,ACTOR
358987,Spencer Tunick,NY,UNITED STATES,US,1967,Male,PHOTOGRAPHER
55523,R. Kelly,IL,UNITED STATES,US,1967,Male,SINGER
44136,John Huston,MO,United States,US,1906,Male,FILM DIRECTOR
44203,Ezra Pound,ID,UNITED STATES,US,1885,Male,WRITER
19373486,Vanessa L. Williams,NY,United States,US,1963,Female,ACTOR
44213,Theodore Dreiser,IN,UNITED STATES,US,1871,Male,WRITER
275603,Frank Wilczek,NY,United States,US,1951,Male,PHYSICIST
44354,Carole Lombard,IN,UNITED STATES,US,1908,Female,ACTOR
44359,Gary Cooper,MT,UNITED STATES,US,1901,Male,ACTOR
44569,Helen Hunt,CA,UNITED STATES,US,1963,Female,ACTOR
44459,Glenn Close,CT,UNITED STATES,US,1947,Female,ACTOR
955673,Aaron Eckhart,CA,UNITED STATES,US,1968,Male,ACTOR
44634,Tennessee Williams,MS,UNITED STATES,US,1911,Male,WRITER
44735,Sharon Tate,TX,UNITED STATES,US,1943,Female,ACTOR
44849,Brad Pitt,OK,United States,US,1963,Male,ACTOR
61279,John Wayne Gacy,IL,UNITED STATES,US,1942,Male,EXTREMIST
45782,Spencer Tracy,WI,UNITED STATES,US,1900,Male,ACTOR
45794,Janet Gaynor,PA,United States,US,1906,Female,ACTOR
45964,Chuck Berry,MO,UNITED STATES,US,1926,Male,MUSICIAN
45969,Joan Crawford,TX,UNITED STATES,US,1905,Female,ACTOR
46052,Sidney Poitier,FL,UNITED STATES,US,1927,Male,ACTOR
75233,Hilary Putnam,IL,UNITED STATES,US,1926,Male,PHILOSOPHER
46228,Henry Fonda,NE,United States,US,1905,Male,ACTOR
46720,William Tecumseh Sherman,OH,United States,US,1820,Male,MILITARY PERSONNEL
46827,Jesse Owens,AL,UNITED STATES,US,1913,Male,ATHLETE
46854,"Wallis, The Duchess of Windsor",PA,United States,US,1896,Female,CELEBRITY
991709,Kevin James,NY,United States,US,1965,Male,ACTOR
48522,Angela Davis,AL,UNITED STATES,US,1944,Female,SOCIAL ACTIVIST
48596,Douglas MacArthur,AR,UNITED STATES,US,1880,Male,MILITARY PERSONNEL
43356,Tiger Woods,CA,UNITED STATES,US,1975,Male,GOLFER
146969,Raquel Welch,IL,UNITED STATES,US,1940,Female,ACTOR
2184757,William Fichtner,NY,United States,US,1956,Male,ACTOR
49706,Paul Newman,OH,United States,US,1925,Male,ACTOR
49804,Gary Becker,PA,United States,US,1930,Male,ECONOMIST
100692,Denzel Washington,NY,UNITED STATES,US,1954,Male,ACTOR
50350,Ella Fitzgerald,VA,United States,US,1917,Female,SINGER
50420,Billie Holiday,PA,UNITED STATES,US,1915,Female,SINGER
50504,Ike Turner,MS,UNITED STATES,US,1931,Male,MUSICIAN
50714,Sinclair Lewis,MN,UNITED STATES,US,1885,Male,WRITER
50745,Paul Simon,NJ,UNITED STATES,US,1941,Male,MUSICIAN
154247,Eddie Vedder,IL,UNITED STATES,US,1964,Male,MUSICIAN
50918,William Carlos Williams,NJ,United States,US,1883,Male,WRITER
168314,DMX,NY,UNITED STATES,US,1970,Male,SINGER
396739,Arthur Leonard Schawlow,NY,UNITED STATES,US,1921,Male,PHYSICIST
51684,Thornton Wilder,WI,UNITED STATES,US,1897,Male,WRITER
51725,Melinda Gates,TX,UNITED STATES,US,1964,Female,BUSINESSPERSON
51799,Meg Ryan,CT,UNITED STATES,US,1961,Female,ACTOR
329755,DJ Shadow,CA,UNITED STATES,US,1972,Male,MUSICIAN
51905,Henry Mancini,OH,United States,US,1924,Male,COMPOSER
52110,John C. Calhoun,SC,UNITED STATES,US,1782,Male,POLITICIAN
52116,Bessie Smith,TN,UNITED STATES,US,1894,Female,SINGER
8987,Don McLean,NY,United States,US,1945,Male,SINGER
16506,Jay Leno,NY,United States,US,1950,Male,PRESENTER
8147440,Carol W. Greider,CA,UNITED STATES,US,1961,Female,BIOLOGIST
261625,Robert Burns Woodward,MA,UNITED STATES,US,1917,Male,CHEMIST
269826,James Hetfield,CA,UNITED STATES,US,1963,Male,MUSICIAN
18938265,Weird Al Yankovic,CA,UNITED STATES,US,1959,Male,SINGER
336822,Danny Trejo,CA,United States,US,1944,Male,ACTOR
163271,Bonnie Hunt,IL,UNITED STATES,US,1961,Female,ACTOR
1102404,Jimmie Johnson,CA,UNITED STATES,US,1975,Male,RACECAR DRIVER
53360,Cole Porter,IN,United States,US,1891,Male,COMPOSER
53421,Philip Johnson,OH,UNITED STATES,US,1906,Male,ARCHITECT
53536,John Coltrane,NC,United States,US,1926,Male,MUSICIAN
299734,Matt LeBlanc,MA,UNITED STATES,US,1967,Male,ACTOR
53613,Richard Meier,NJ,United States,US,1934,Male,ARCHITECT
53621,Robert Venturi,PA,UNITED STATES,US,1925,Male,ARCHITECT
164479,Curtis Mayfield,IL,UNITED STATES,US,1942,Male,MUSICIAN
53869,Jim Thorpe,OK,United States,US,1888,Male,ATHLETE
54041,Talcott Parsons,CO,UNITED STATES,US,1902,Male,SOCIOLOGIST
423514,Matt Dillon,NY,United States,US,1964,Male,ACTOR
54174,John Travolta,NJ,UNITED STATES,US,1954,Male,ACTOR
54324,Chester Nimitz,TX,United States,US,1885,Male,MILITARY PERSONNEL
171993,Gloria Swanson,IL,UNITED STATES,US,1899,Female,ACTOR
54403,Dizzy Gillespie,SC,UNITED STATES,US,1917,Male,MUSICIAN
54408,Charlie Parker,KS,UNITED STATES,US,1920,Male,MUSICIAN
54496,Lawrence Lessig,SD,United States,US,1961,Male,LAWYER
54533,Lyndon B. Johnson,TX,United States,US,1908,Male,POLITICIAN
930,Alvin Toffler,NY,UNITED STATES,US,1928,Male,WRITER
54894,Edward Witten,MD,UNITED STATES,US,1951,Male,PHYSICIST
2144,Aaliyah,NY,UNITED STATES,US,1979,Female,SINGER
55029,Larry Bird,IN,UNITED STATES,US,1956,Male,BASKETBALL PLAYER
55188,Barbara McClintock,CT,UNITED STATES,US,1902,Female,BIOLOGIST
205508,Quincy Jones,IL,UNITED STATES,US,1933,Male,MUSICIAN
56386,Barry White,TX,United States,US,1944,Male,SINGER
80696,Cher,CA,UNITED STATES,US,1946,Female,ACTOR
57317,Prince,MN,UNITED STATES,US,1958,Male,SINGER
57454,Aaron Burr,NJ,UNITED STATES,US,1756,Male,POLITICIAN
57515,James M. Buchanan,TN,United States,US,1919,Male,ECONOMIST
3110,Andrew S. Tanenbaum,NY,UNITED STATES,US,1944,Male,COMPUTER SCIENTIST
57799,Stephen Crane,NJ,UNITED STATES,US,1871,Male,WRITER
58586,John Denver,NM,United States,US,1943,Male,SINGER
58702,John Glenn,OH,UNITED STATES,US,1921,Male,ASTRONAUT
58719,Judy Garland,MN,UNITED STATES,US,1922,Female,ACTOR
3212,Al Capone,NY,UNITED STATES,US,1899,Male,MAFIOSO
58928,Ron Howard,OK,United States,US,1954,Male,ACTOR
558490,Scatman John,CA,UNITED STATES,US,1942,Male,MUSICIAN
4537,Burt Lancaster,NY,UNITED STATES,US,1913,Male,ACTOR
4649,Billy Crystal,NY,United States,US,1948,Male,ACTOR
60024,Sam Houston,VA,UNITED STATES,US,1793,Male,POLITICIAN
60070,Janet Jackson,IN,UNITED STATES,US,1966,Female,SINGER
6824,Carl Sagan,NY,UNITED STATES,US,1934,Male,ASTRONOMER
9002,Danny Kaye,NY,UNITED STATES,US,1913,Male,ACTOR
60148,Jasper Johns,GA,UNITED STATES,US,1930,Male,PAINTER
60192,Bruce Springsteen,NJ,United States,US,1949,Male,MUSICIAN
60296,Kevin Smith,NJ,UNITED STATES,US,1970,Male,FILM DIRECTOR
60903,Larry Page,MI,UNITED STATES,US,1973,Male,COMPUTER SCIENTIST
61004,Robert Peary,PA,United States,US,1856,Male,MILITARY PERSONNEL
170144,Lisa Kudrow,CA,UNITED STATES,US,1963,Female,ACTOR
213266,Robert Zemeckis,IL,UNITED STATES,US,1951,Male,FILM DIRECTOR
10482,Eli Wallach,NY,United States,US,1915,Male,ACTOR
223253,John Cusack,IL,UNITED STATES,US,1966,Male,ACTOR
12426,Groucho Marx,NY,UNITED STATES,US,1890,Male,ACTOR
61632,John Milnor,NJ,United States,US,1931,Male,MATHEMATICIAN
61855,Muddy Waters,MS,United States,US,1915,Male,MUSICIAN
994552,Travis Barker,CA,UNITED STATES,US,1975,Male,MUSICIAN
61998,John Grisham,AR,UNITED STATES,US,1955,Male,WRITER
12590,Grace Hopper,NY,UNITED STATES,US,1906,Female,COMPUTER SCIENTIST
62004,Gertrude Stein,PA,UNITED STATES,US,1874,Female,WRITER
62038,Man Ray,PA,UNITED STATES,US,1890,Male,PAINTER
12754,George Cukor,NY,UNITED STATES,US,1899,Male,FILM DIRECTOR
2383637,Matthew Morrison,CA,UNITED STATES,US,1978,Male,ACTOR
62809,Warren Beatty,VA,UNITED STATES,US,1937,Male,ACTOR
13066,George Gershwin,NY,UNITED STATES,US,1898,Male,COMPOSER
13623,Herman Melville,NY,UNITED STATES,US,1819,Male,WRITER
63092,Joseph E. Stiglitz,IN,UNITED STATES,US,1943,Male,ECONOMIST
63132,Jon Bon Jovi,NJ,United States,US,1962,Male,SINGER
63185,Norbert Wiener,MO,UNITED STATES,US,1894,Male,MATHEMATICIAN
63186,Linda Hamilton,MD,UNITED STATES,US,1956,Female,ACTOR
63390,Meryl Streep,NJ,UNITED STATES,US,1949,Female,ACTOR
308362,John McCarthy,MA,UNITED STATES,US,1927,Male,COMPUTER SCIENTIST
14045,Humphrey Bogart,NY,UNITED STATES,US,1899,Male,ACTOR
63523,Sissy Spacek,TX,United States,US,1949,Female,ACTOR
63556,Fredric March,WI,United States,US,1897,Male,ACTOR
63576,John Pemberton,GA,UNITED STATES,US,1831,Male,CHEMIST
63689,Patricia Highsmith,TX,UNITED STATES,US,1921,Female,WRITER
63727,Alan Shepard,NH,United States,US,1923,Male,ASTRONAUT
63747,Muhammad Ali,KY,UNITED STATES,US,1942,Male,BOXER
63969,Chuck Palahniuk,WA,United States,US,1962,Male,WRITER
64069,Jack Kilby,MO,UNITED STATES,US,1923,Male,ENGINEER
15362,Irving Langmuir,NY,UNITED STATES,US,1881,Male,CHEMIST
64610,Glenn Miller,IA,UNITED STATES,US,1904,Male,MUSICIAN
64612,Ginger Rogers,MO,UNITED STATES,US,1911,Female,ACTOR
64962,Fred Astaire,NE,UNITED STATES,US,1899,Male,ACTOR
15916,Jean-Michel Basquiat,NY,UNITED STATES,US,1960,Male,ARTIST
16046,James Cagney,NY,UNITED STATES,US,1899,Male,ACTOR
16175,Jennifer Lopez,NY,United States,US,1969,Female,SINGER
65777,Buzz Aldrin,NJ,United States,US,1930,Male,ASTRONAUT
27641,Sam Peckinpah,CA,UNITED STATES,US,1925,Male,FILM DIRECTOR
65961,Pete Sampras,MD,UNITED STATES,US,1971,Male,TENNIS PLAYER
66240,Henry Wadsworth Longfellow,ME,UNITED STATES,US,1807,Male,WRITER
33580,William Saroyan,CA,UNITED STATES,US,1908,Male,WRITER
66283,Charles Ives,CT,UNITED STATES,US,1874,Male,COMPOSER
66666,Philip JosÃ© Farmer,IN,UNITED STATES,US,1918,Male,WRITER
66798,Maurice Greene,KS,UNITED STATES,US,1974,Male,ATHLETE
16399,Joseph Greenberg,NY,UNITED STATES,US,1915,Male,LINGUIST
67022,Lionel Barrymore,PA,United States,US,1878,Male,ACTOR
67127,Carl Lewis,AL,UNITED STATES,US,1961,Male,ATHLETE
67156,Kamehameha I,HI,United States,US,1758,Male,POLITICIAN
67370,David O. Selznick,PA,UNITED STATES,US,1902,Male,PRODUCER
67375,Jennifer Jones,OK,UNITED STATES,US,1919,Female,ACTOR
67404,Steven Seagal,MI,UNITED STATES,US,1952,Male,ACTOR
67757,Robert Wise,IN,UNITED STATES,US,1914,Male,FILM DIRECTOR
67763,Jessica Lange,MN,UNITED STATES,US,1949,Female,ACTOR
68065,John Barrymore,PA,UNITED STATES,US,1882,Male,ACTOR
68090,Count Basie,NJ,UNITED STATES,US,1904,Male,MUSICIAN
68131,Martin Sheen,OH,UNITED STATES,US,1940,Male,ACTOR
68322,Faye Dunaway,FL,UNITED STATES,US,1941,Female,ACTOR
16556,Jack Kirby,NY,UNITED STATES,US,1917,Male,COMIC ARTIST
68335,Anna Nicole Smith,TX,UNITED STATES,US,1967,Female,CELEBRITY
16899,Kareem Abdul-Jabbar,NY,UNITED STATES,US,1947,Male,BASKETBALL PLAYER
752553,Kevin Federline,CA,UNITED STATES,US,1978,Male,COMPANION
69323,Justin Timberlake,TN,UNITED STATES,US,1981,Male,SINGER
69795,Selena,TX,United States,US,1971,Female,SINGER
17970,Leon M. Lederman,NY,UNITED STATES,US,1922,Male,PHYSICIST
69886,Charles Taze Russell,PA,UNITED STATES,US,1852,Male,RELIGIOUS FIGURE
167805,Gwen Stefani,CA,UNITED STATES,US,1969,Female,SINGER
18433,Lee Marvin,NY,UNITED STATES,US,1924,Male,ACTOR
70315,Debbie Reynolds,TX,UNITED STATES,US,1932,Female,ACTOR
70756,Larry Flynt,KY,United States,US,1942,Male,BUSINESSPERSON
18995,Martin Scorsese,NY,UNITED STATES,US,1942,Male,FILM DIRECTOR
71331,John Backus,PA,UNITED STATES,US,1924,Male,COMPUTER SCIENTIST
71376,Ed Gein,WI,United States,US,1906,Male,EXTREMIST
71870,Johnny Depp,KY,UNITED STATES,US,1963,Male,ACTOR
244932,Paul Walker,CA,UNITED STATES,US,1973,Male,ACTOR
19639,Marvin Minsky,NY,UNITED STATES,US,1927,Male,COMPUTER SCIENTIST
538605,Edward Furlong,CA,UNITED STATES,US,1977,Male,ACTOR
592454,Robert Englund,CA,UNITED STATES,US,1947,Male,ACTOR
73252,Frank Miller,MD,UNITED STATES,US,1957,Male,COMIC ARTIST
19640,Milton Friedman,NY,UNITED STATES,US,1912,Male,ECONOMIST
322359,Emily Greene Balch,MA,UNITED STATES,US,1867,Female,SOCIAL ACTIVIST
74456,Joe Lieberman,CT,UNITED STATES,US,1942,Male,POLITICIAN
74461,Michael Moore,MI,UNITED STATES,US,1954,Male,FILM DIRECTOR
74573,Jenna Jameson,NV,UNITED STATES,US,1974,Female,PORNOGRAPHIC ACTOR
238765,Anton LaVey,IL,UNITED STATES,US,1930,Male,WRITER
77323,John Brown,CT,UNITED STATES,US,1800,Male,SOCIAL ACTIVIST
36993318,J. Christopher Stevens,CA,UNITED STATES,US,1960,Male,DIPLOMAT
319659,Fergie,CA,United States,US,1975,Female,SINGER
20217,Murray Rothbard,NY,UNITED STATES,US,1926,Male,ECONOMIST
1633206,Tyson Chandler,CA,UNITED STATES,US,1982,Male,BASKETBALL PLAYER
78781,Michael Douglas,NJ,UNITED STATES,US,1944,Male,ACTOR
351519,Merton Miller,MA,UNITED STATES,US,1923,Male,ECONOMIST
78910,Samuel Barber,PA,United States,US,1910,Male,COMPOSER
20218,Mel Brooks,NY,UNITED STATES,US,1926,Male,FILM DIRECTOR
80100,Dean Acheson,CT,UNITED STATES,US,1893,Male,DIPLOMAT
80140,Alexander Haig,PA,UNITED STATES,US,1924,Male,MILITARY PERSONNEL
80208,William Westmoreland,SC,United States,US,1914,Male,MILITARY PERSONNEL
156126,The Rock,CA,UNITED STATES,US,1972,Male,ACTOR
80646,Elliott Smith,NE,UNITED STATES,US,1969,Male,MUSICIAN
255380,Robin Tunney,IL,UNITED STATES,US,1972,Female,ACTOR
59216,Liza Minnelli,CA,UNITED STATES,US,1946,Female,ACTOR
212607,Katey Sagal,CA,UNITED STATES,US,1954,Female,ACTOR
81034,Kate Mulgrew,IA,UNITED STATES,US,1955,Female,ACTOR
81083,Davy Crockett,TN,United States,US,1786,Male,EXPLORER
81274,Rachel Carson,PA,United States,US,1907,Female,BIOLOGIST
20455,Michael Jordan,NY,UNITED STATES,US,1963,Male,BASKETBALL PLAYER
20476,Murray Gell-Mann,NY,UNITED STATES,US,1929,Male,PHYSICIST
82061,Tina Turner,TN,UNITED STATES,US,1939,Female,SINGER
82847,George C. Scott,VA,UNITED STATES,US,1927,Male,ACTOR
82981,Charles Lindbergh,MI,UNITED STATES,US,1902,Male,PILOT
23725,Peter Falk,NY,UNITED STATES,US,1927,Male,ACTOR
83688,BeyoncÃ©,TX,UNITED STATES,US,1981,Female,SINGER
84250,Thelonious Monk,NC,UNITED STATES,US,1917,Male,MUSICIAN
267678,Daron Malakian,CA,UNITED STATES,US,1975,Male,MUSICIAN
84345,Oliver Hardy,GA,UNITED STATES,US,1892,Male,ACTOR
84656,Winsor McCay,MI,UNITED STATES,US,1869,Male,COMIC ARTIST
84829,Nick Nolte,NE,UNITED STATES,US,1941,Male,ACTOR
396507,Percy Williams Bridgman,MA,UNITED STATES,US,1882,Male,PHYSICIST
25523,Richard Feynman,NY,UNITED STATES,US,1918,Male,PHYSICIST
85234,Amelia Earhart,KS,UNITED STATES,US,1897,Female,PILOT
336790,Madeleine Stowe,CA,UNITED STATES,US,1958,Female,ACTOR
87603,Robert Mitchum,CT,UNITED STATES,US,1917,Male,ACTOR
25938,Rudy Giuliani,NY,United States,US,1944,Male,POLITICIAN
25984,Raymond Kurzweil,NY,UNITED STATES,US,1948,Male,COMPUTER SCIENTIST
338350,Belinda Carlisle,CA,UNITED STATES,US,1958,Female,SINGER
89059,Garret Hobart,NJ,United States,US,1844,Male,POLITICIAN
26275,Robert Nozick,NY,UNITED STATES,US,1938,Male,PHILOSOPHER
89110,Richard Mentor Johnson,KY,UNITED STATES,US,1780,Male,POLITICIAN
89117,George M. Dallas,PA,UNITED STATES,US,1792,Male,POLITICIAN
89133,William R. King,NC,United States,US,1786,Male,POLITICIAN
89141,John C. Breckinridge,KY,UNITED STATES,US,1821,Male,POLITICIAN
26542,Ruth Benedict,NY,UNITED STATES,US,1887,Female,ANTHROPOLOGIST
89160,Henry Wilson,NH,UNITED STATES,US,1812,Male,HISTORIAN
26581,Robert Moog,NY,UNITED STATES,US,1934,Male,INVENTOR
89170,Thomas A. Hendricks,OH,UNITED STATES,US,1819,Male,POLITICIAN
89182,Levi P. Morton,VT,UNITED STATES,US,1824,Male,POLITICIAN
89644,Patsy Cline,VA,United States,US,1932,Female,SINGER
89771,Paul Morphy,LA,United States,US,1837,Male,CHESSMASTER
400293,Tony Levin,MA,UNITED STATES,US,1946,Male,MUSICIAN
26683,Stanley Kubrick,NY,UNITED STATES,US,1928,Male,FILM DIRECTOR
26822,Steve Reich,NY,UNITED STATES,US,1936,Male,COMPOSER
91452,John B. Watson,SC,United States,US,1878,Male,PSYCHOLOGIST
92197,Art Clokey,MI,UNITED STATES,US,1921,Male,FILM DIRECTOR
92201,Charles W. Fairbanks,OH,UNITED STATES,US,1852,Male,LAWYER
27611,Sarah Michelle Gellar,NY,UNITED STATES,US,1977,Female,ACTOR
92211,Charles G. Dawes,OH,United States,US,1865,Male,POLITICIAN
92213,Charles Curtis,KS,UNITED STATES,US,1860,Male,POLITICIAN
92217,John Nance Garner,TX,United States,US,1868,Male,POLITICIAN
92220,Henry A. Wallace,IA,UNITED STATES,US,1888,Male,POLITICIAN
92221,Alben W. Barkley,KY,UNITED STATES,US,1877,Male,POLITICIAN
92289,Hilary Swank,NE,UNITED STATES,US,1974,Female,ACTOR
92343,Hattie McDaniel,KS,UNITED STATES,US,1895,Female,ACTOR
93560,Reese Witherspoon,LA,UNITED STATES,US,1976,Female,ACTOR
27628,Stanley Milgram,NY,UNITED STATES,US,1933,Male,PSYCHOLOGIST
551643,David Carradine,CA,UNITED STATES,US,1936,Male,ACTOR
95477,"Upton Sinclair, Jr.",MD,UNITED STATES,US,1878,Male,WRITER
30535,Theodore Roosevelt,NY,UNITED STATES,US,1858,Male,POLITICIAN
31341,Tupac Shakur,NY,United States,US,1971,Male,SINGER
97803,Jamie Lynn Spears,MS,UNITED STATES,US,1991,Female,ACTOR
98419,Jerry Lee Lewis,LA,UNITED STATES,US,1935,Male,MUSICIAN
32901,Woody Allen,NY,UNITED STATES,US,1935,Male,FILM DIRECTOR
99959,Johnny Carson,IA,UNITED STATES,US,1925,Male,PRESENTER
33726,Washington Irving,NY,UNITED STATES,US,1783,Male,WRITER
101174,Daniel McFadden,NC,UNITED STATES,US,1937,Male,ECONOMIST
101175,"Robert Lucas, Jr.",WA,UNITED STATES,US,1937,Male,ECONOMIST
19373302,Christina Applegate,CA,UNITED STATES,US,1971,Female,ACTOR
33905,Wallace Shawn,NY,UNITED STATES,US,1943,Male,ACTOR
102300,Thomas Eakins,PA,UNITED STATES,US,1844,Male,ARTIST
102467,John Hughes,MI,UNITED STATES,US,1950,Male,FILM DIRECTOR
102567,John Forbes Nash,WV,United States,US,1928,Male,MATHEMATICIAN
33974,Will Eisner,NY,UNITED STATES,US,1917,Male,COMIC ARTIST
102685,Tina Fey,PA,United States,US,1970,Female,ACTOR
39034,Robert Oppenheimer,NY,UNITED STATES,US,1904,Male,PHYSICIST
102739,George Armstrong Custer,OH,United States,US,1839,Male,MILITARY PERSONNEL
402435,William Forsyth Sharpe,MA,UNITED STATES,US,1934,Male,ECONOMIST
102910,Steve Martin,TX,United States,US,1945,Male,ACTOR
102958,Roger Wolcott Sperry,CT,UNITED STATES,US,1913,Male,PSYCHOLOGIST
258775,John Dos Passos,IL,UNITED STATES,US,1896,Male,WRITER
39762,Norman Rockwell,NY,UNITED STATES,US,1894,Male,ARTIST
104940,Danny DeVito,NJ,United States,US,1944,Male,ACTOR
41906,Al Pacino,NY,United States,US,1940,Male,ACTOR
42178,Ã‰amon de Valera,NY,UNITED STATES,US,1882,Male,POLITICIAN
105962,Bud Abbott,NJ,United States,US,1895,Male,ACTOR
408288,Douglass North,MA,UNITED STATES,US,1920,Male,ECONOMIST
708892,Jason Lee,CA,UNITED STATES,US,1970,Male,ACTOR
2456471,M. Shadows,CA,UNITED STATES,US,1981,Male,SINGER
2472420,Synyster Gates,CA,UNITED STATES,US,1981,Male,MUSICIAN
113158,Nancy Cartwright,OH,UNITED STATES,US,1957,Female,ACTOR
43331,Barbara Stanwyck,NY,UNITED STATES,US,1907,Female,ACTOR
2777824,The Rev,CA,UNITED STATES,US,1981,Male,MUSICIAN
123612,John Rawls,MD,UNITED STATES,US,1921,Male,PHILOSOPHER
43927,Billy Joel,NY,UNITED STATES,US,1949,Male,SINGER
130715,Paul Giamatti,CT,UNITED STATES,US,1967,Male,ACTOR
131222,Richie Sambora,NJ,United States,US,1959,Male,MUSICIAN
140308,Alice Cooper,MI,UNITED STATES,US,1948,Male,MUSICIAN
49894,Kenneth Arrow,NY,UNITED STATES,US,1921,Male,ECONOMIST
142056,Madonna,MI,UNITED STATES,US,1958,Female,MUSICIAN
21244303,Buckethead,CA,UNITED STATES,US,1969,Male,MUSICIAN
51298,Aaron Copland,NY,UNITED STATES,US,1900,Male,COMPOSER
52274,Richard Rodgers,NY,United States,US,1902,Male,COMPOSER
142528,Jeffrey P. Bezos,NM,UNITED STATES,US,1964,Male,BUSINESSPERSON
54078,Robert Ludlum,NY,UNITED STATES,US,1927,Male,WRITER
54539,Eddie Murphy,NY,UNITED STATES,US,1961,Male,ACTOR
142698,Lily Tomlin,MI,UNITED STATES,US,1939,Female,ACTOR
142809,Chester Bennington,AZ,UNITED STATES,US,1976,Male,SINGER
142810,Joe Hahn,TX,UNITED STATES,US,1977,Male,MUSICIAN
143377,Ted Bundy,VT,United States,US,1946,Male,EXTREMIST
143695,Tera Patrick,MT,UNITED STATES,US,1976,Female,PORNOGRAPHIC ACTOR
54985,Whoopi Goldberg,NY,UNITED STATES,US,1955,Female,ACTOR
144040,Trent Reznor,PA,United States,US,1965,Male,MUSICIAN
236613,Tyra Banks,CA,UNITED STATES,US,1973,Female,MODEL
57520,Yehudi Menuhin,NY,UNITED STATES,US,1916,Male,MUSICIAN
144809,Brandy Norwood,MS,UNITED STATES,US,1979,Female,SINGER
144829,Steve McQueen,IN,United States,US,1930,Male,ACTOR
144853,Dashiell Hammett,MD,United States,US,1894,Male,WRITER
145422,Joe Biden,PA,UNITED STATES,US,1942,Male,POLITICIAN
179331,Will Ferrell,CA,UNITED STATES,US,1967,Male,ACTOR
31265743,Rebecca Black,CA,UNITED STATES,US,1997,Female,SINGER
145712,Les Paul,WI,United States,US,1915,Male,INVENTOR
58848,Fiona Apple,NY,UNITED STATES,US,1977,Female,SINGER
261259,Kim Novak,IL,UNITED STATES,US,1933,Female,ACTOR
147063,Richard Simmons,LA,UNITED STATES,US,1948,Male,ACTOR
147073,Little Richard,GA,UNITED STATES,US,1932,Male,SINGER
147079,John Searle,CO,UNITED STATES,US,1932,Male,PHILOSOPHER
147301,Nancy Pelosi,MD,UNITED STATES,US,1940,Female,POLITICIAN
147311,Ray Charles,GA,UNITED STATES,US,1930,Male,MUSICIAN
147321,Fats Domino,LA,UNITED STATES,US,1928,Male,MUSICIAN
147343,Sam Cooke,MS,UNITED STATES,US,1931,Male,SINGER
275355,Frances McDormand,IL,UNITED STATES,US,1957,Female,ACTOR
337629,Pat Morita,CA,UNITED STATES,US,1932,Male,ACTOR
147367,Aretha Franklin,TN,UNITED STATES,US,1942,Female,SINGER
147368,Shirley MacLaine,VA,UNITED STATES,US,1934,Female,ACTOR
147546,Sid Meier,MI,UNITED STATES,US,1954,Male,GAME DESIGNER
147687,Stevie Wonder,MI,UNITED STATES,US,1950,Male,SINGER
147726,Shaquille O'Neal,NJ,UNITED STATES,US,1972,Male,BASKETBALL PLAYER
147863,Joe Louis,AL,UNITED STATES,US,1914,Male,BOXER
147872,George Clinton,NC,United States,US,1739,Male,POLITICIAN
77491,Gregory Peck,CA,United States,US,1916,Male,ACTOR
148351,William Styron,VA,United States,US,1925,Male,WRITER
148784,Queen Latifah,NJ,UNITED STATES,US,1970,Female,ACTOR
148786,Jaco Pastorius,PA,UNITED STATES,US,1951,Male,MUSICIAN
148809,Judith Butler,OH,UNITED STATES,US,1956,Female,PHILOSOPHER
148837,John Browning,UT,UNITED STATES,US,1855,Male,INVENTOR
148905,James Coburn,NE,UNITED STATES,US,1928,Male,ACTOR
59533,Lou Reed,NY,UNITED STATES,US,1942,Male,MUSICIAN
149435,Ronnie James Dio,NH,United States,US,1942,Male,MUSICIAN
422385,George Minot,MA,UNITED STATES,US,1885,Male,PHYSICIAN
161898,Cliff Robertson,CA,United States,US,1923,Male,ACTOR
149709,Willie Nelson,TX,United States,US,1933,Male,MUSICIAN
149813,Montgomery Clift,NE,UNITED STATES,US,1920,Male,ACTOR
150056,Axl Rose,IN,UNITED STATES,US,1962,Male,SINGER
